match_id,match_date,league,home_team,away_team,rule_name,channel,bet_type,odds,hit,pnl,hcap,rank_gap,had_d,hhad_d,home_recent_win_by_1_rate,away_recent_loss_by_1_rate,away_recent_ga_per_match,h2h_draw_rate,h2h_one_goal_margin_rate,recent_low_scoring_sum
202504200015,2025-04-20,法甲,尼斯,昂热,HDRAW_V32_CORE,hdraw,handicap_draw,3.5,True,250.0,1.25,11,4.85,3.5,0.0,0.16666666666666666,2.0,0.3333333333333333,0.5,1.0
202504200003,2025-04-20,日职,大阪樱花,东京FC,DRAW_V32_CORE,draw,draw,3.6,True,260.0,0.75,,3.6,3.15,0.3333333333333333,0.16666666666666666,1.3333333333333333,0.3157894736842105,0.5,1.0
202504200002,2025-04-20,日职,名古屋鲸,广岛三箭,DRAW_V32_CORE,draw,draw,3.22,False,-100.0,-0.5,,3.22,3.2,0.16666666666666666,0.3333333333333333,0.8333333333333334,0.2765957446808511,0.8333333333333334,1.5
202504266015,2025-04-26,葡超,圣克拉拉,阿罗卡,DRAW_V32_CORE,draw,draw,3.16,False,-100.0,0.75,12,3.16,3.05,0.3333333333333333,0.3333333333333333,1.1666666666666667,0.2777777777777778,0.8333333333333334,1.5
202504266013,2025-04-26,英冠,加的夫城,西布罗姆,DRAW_V32_CORE,draw,draw,3.1,True,210.0,0.25,,3.1,3.8,0.0,0.5,1.6666666666666667,0.45454545454545453,0.16666666666666666,1.3333333333333335
202504270013,2025-04-27,意甲,国际米兰,罗马,DRAW_V32_CORE,draw,draw,3.5,False,-100.0,0.75,8,3.5,3.1,0.16666666666666666,0.0,0.8333333333333334,0.3225806451612903,0.5,1.0
202504270002,2025-04-27,荷甲,福图纳,威廉二世,DRAW_V32_CORE,draw,draw,3.45,False,-100.0,0.75,,3.45,3.15,0.3333333333333333,0.5,2.5,0.3125,0.5,1.0
202504292001,2025-04-29,日职,大阪钢巴,京都,DRAW_V32_CORE,draw,draw,3.28,False,-100.0,0.25,,3.28,3.6,0.0,0.16666666666666666,1.1666666666666667,0.3684210526315789,0.5,1.1666666666666667
202505036020,2025-05-03,葡超,葡国民,吉马良斯,DRAW_V32_CORE,draw,draw,3.26,False,-100.0,-0.5,,3.26,3.25,0.16666666666666666,0.0,0.8333333333333334,0.23529411764705882,0.5,1.1666666666666665
202505036016,2025-05-03,德甲,柏林联合,不来梅,DRAW_V32_CORE,draw,draw,3.2,True,220.00000000000003,-0.25,,3.2,4.65,0.3333333333333333,0.0,0.8333333333333334,0.09090909090909091,0.5,1.1666666666666665
202505036015,2025-05-03,德甲,门兴,霍芬海姆,DRAW_V32_CORE,draw,draw,3.75,True,275.0,0.25,,3.75,4.1,0.16666666666666666,0.5,1.8333333333333333,0.35135135135135137,0.5,1.0
202505036012,2025-05-03,意甲,帕尔马,科莫,DRAW_V32_CORE,draw,draw,3.1,False,-100.0,-0.25,1,3.1,3.8,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.42857142857142855,0.5,1.1666666666666665
202505036009,2025-05-03,英冠,谢菲联,布莱克本,DRAW_V32_CORE,draw,draw,3.3,True,229.99999999999997,0.0,,3.3,4.2,0.0,0.0,1.0,0.09090909090909091,0.5,1.1666666666666665
202505040015,2025-05-04,德甲,奥格斯堡,基尔,DRAW_V32_CORE,draw,draw,3.55,False,-100.0,0.5,,3.55,3.5,0.3333333333333333,0.16666666666666666,2.0,0.0,0.5,1.0
